ProductID,ChannelID,LocationID,StartDate,EndDate,Period,Qty,UOM,NetPrice,ListPrice,ForecastQty,Method
APPLE_ELSTAR,ONLINE,NL-GE,2026-02-02,2026-02-08,Weekly,,KG,2.6,2.6,909.6842041015625,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-GE,2026-02-09,2026-02-15,Weekly,,KG,2.6,2.6,812.4352416992188,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-GE,2026-02-16,2026-02-22,Weekly,,KG,2.6,2.6,926.9815063476562,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-GE,2026-02-23,2026-03-01,Weekly,,KG,2.6,2.6,919.3296508789062,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-GE,2026-03-02,2026-03-08,Weekly,,KG,2.6,2.6,926.9818725585938,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-GE,2026-03-09,2026-03-15,Weekly,,KG,2.6,2.6,901.495849609375,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-GE,2026-03-16,2026-03-22,Weekly,,KG,2.6,2.6,869.0164184570312,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-GE,2026-03-23,2026-03-29,Weekly,,KG,2.6,2.6,928.8370971679688,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-GE,2026-03-30,2026-04-05,Weekly,,KG,2.6,2.6,910.4559326171875,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-GE,2026-04-06,2026-04-12,Weekly,,KG,2.6,2.6,928.684814453125,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-GE,2026-04-13,2026-04-19,Weekly,,KG,2.6,2.6,870.3809814453125,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-GE,2026-04-20,2026-04-26,Weekly,,KG,2.6,2.6,866.9503173828125,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-GE,2026-04-27,2026-05-03,Weekly,,KG,2.6,2.6,842.1323852539062,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NB,2026-02-02,2026-02-08,Weekly,,KG,2.639,2.639,855.0811157226562,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NB,2026-02-09,2026-02-15,Weekly,,KG,2.639,2.639,879.2831420898438,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NB,2026-02-16,2026-02-22,Weekly,,KG,2.639,2.639,915.7076416015625,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NB,2026-02-23,2026-03-01,Weekly,,KG,2.639,2.639,925.5400390625,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NB,2026-03-02,2026-03-08,Weekly,,KG,2.639,2.639,915.9584350585938,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NB,2026-03-09,2026-03-15,Weekly,,KG,2.639,2.639,912.7418212890625,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NB,2026-03-16,2026-03-22,Weekly,,KG,2.639,2.639,868.8687744140625,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NB,2026-03-23,2026-03-29,Weekly,,KG,2.639,2.639,922.2981567382812,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NB,2026-03-30,2026-04-05,Weekly,,KG,2.639,2.639,888.6494750976562,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NB,2026-04-06,2026-04-12,Weekly,,KG,2.639,2.639,894.654296875,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NB,2026-04-13,2026-04-19,Weekly,,KG,2.639,2.639,880.1763305664062,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NB,2026-04-20,2026-04-26,Weekly,,KG,2.639,2.639,877.10009765625,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NB,2026-04-27,2026-05-03,Weekly,,KG,2.639,2.639,824.071533203125,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-02,2026-02-08,Weekly,,KG,2.83,2.83,851.7725219726562,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-09,2026-02-15,Weekly,,KG,2.83,2.83,874.969970703125,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-16,2026-02-22,Weekly,,KG,2.83,2.83,897.7286987304688,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-23,2026-03-01,Weekly,,KG,2.83,2.83,893.5550537109375,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NH,2026-03-02,2026-03-08,Weekly,,KG,2.83,2.83,904.3153686523438,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NH,2026-03-09,2026-03-15,Weekly,,KG,2.83,2.83,883.3895874023438,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NH,2026-03-16,2026-03-22,Weekly,,KG,2.83,2.83,884.8572387695312,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NH,2026-03-23,2026-03-29,Weekly,,KG,2.83,2.83,857.4134521484375,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NH,2026-03-30,2026-04-05,Weekly,,KG,2.83,2.83,888.25537109375,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NH,2026-04-06,2026-04-12,Weekly,,KG,2.83,2.83,855.481201171875,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NH,2026-04-13,2026-04-19,Weekly,,KG,2.83,2.83,882.3058471679688,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NH,2026-04-20,2026-04-26,Weekly,,KG,2.83,2.83,872.199951171875,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-NH,2026-04-27,2026-05-03,Weekly,,KG,2.83,2.83,822.031494140625,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-02,2026-02-08,Weekly,,KG,2.873,2.873,872.474365234375,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-09,2026-02-15,Weekly,,KG,2.873,2.873,854.3219604492188,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-16,2026-02-22,Weekly,,KG,2.873,2.873,858.7636108398438,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-23,2026-03-01,Weekly,,KG,2.873,2.873,832.3570556640625,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-ZH,2026-03-02,2026-03-08,Weekly,,KG,2.873,2.873,868.473388671875,xgboost_baseline
APPLE_ELSTAR,ONLINE,NL-ZH,2026-03-09,2026-03-15,Weekly,,KG,2.873,2.873,851.2215576171875,xgboost_baseline
