ProductID,ChannelID,LocationID,StartDate,EndDate,Period,Qty,UOM,NetPrice,ListPrice,ForecastQty,Method
APPLE_ELSTAR,ONLINE,NL-GE,2026-03-01,2026-03-31,Monthly,,KG,2.569,2.569,3767.381591796875,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-GE,2026-04-01,2026-04-30,Monthly,,KG,2.569,2.569,3855.236572265625,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-GE,2026-05-01,2026-05-31,Monthly,,KG,2.569,2.569,3346.00244140625,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-GE,2026-06-01,2026-06-30,Monthly,,KG,2.569,2.569,3138.93359375,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-GE,2026-07-01,2026-07-31,Monthly,,KG,2.569,2.569,3197.96044921875,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-GE,2026-08-01,2026-08-31,Monthly,,KG,2.569,2.569,3301.3525390625,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-GE,2026-09-01,2026-09-30,Monthly,,KG,2.569,2.569,3267.053955078125,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-GE,2026-10-01,2026-10-31,Monthly,,KG,2.569,2.569,3683.83544921875,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-GE,2026-11-01,2026-11-30,Monthly,,KG,2.569,2.569,3940.660888671875,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-GE,2026-12-01,2026-12-31,Monthly,,KG,2.569,2.569,3773.22705078125,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-GE,2027-01-01,2027-01-31,Monthly,,KG,2.569,2.569,3871.46728515625,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-GE,2027-02-01,2027-02-28,Monthly,,KG,2.569,2.569,3169.450927734375,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-NB,2026-03-01,2026-03-31,Monthly,,KG,2.652,2.652,3727.54052734375,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-NB,2026-04-01,2026-04-30,Monthly,,KG,2.652,2.652,3988.55224609375,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-NB,2026-05-01,2026-05-31,Monthly,,KG,2.652,2.652,3303.406005859375,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-NB,2026-06-01,2026-06-30,Monthly,,KG,2.652,2.652,2967.769775390625,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-NB,2026-07-01,2026-07-31,Monthly,,KG,2.652,2.652,3225.54150390625,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-NB,2026-08-01,2026-08-31,Monthly,,KG,2.652,2.652,3301.73046875,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-NB,2026-09-01,2026-09-30,Monthly,,KG,2.652,2.652,3669.6396484375,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-NB,2026-10-01,2026-10-31,Monthly,,KG,2.652,2.652,3897.327880859375,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-NB,2026-11-01,2026-11-30,Monthly,,KG,2.652,2.652,4028.7265625,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-NB,2026-12-01,2026-12-31,Monthly,,KG,2.652,2.652,4071.2646484375,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-NB,2027-01-01,2027-01-31,Monthly,,KG,2.652,2.652,190.6252899169922,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-NB,2027-02-01,2027-02-28,Monthly,,KG,2.652,2.652,2949.984375,xgboost_qty
APPLE_ELSTAR,ONLINE,NL-NH,2026-03-01,2026-03-31,Monthly,,KG,2.933,2.933,3727.66455078125,xgboost_qty
