LocationID,Date,TavgC,TminC,TmaxC,PrecipMM,WindMaxMS,SunHours
NL-GE,2023-09-09,21.1,16.2,27.8,0.0,8.7,12.590533333333333
NL-GE,2023-09-10,23.1,17.5,30.0,0.0,9.0,12.839063888888887
NL-GE,2023-09-11,22.9,19.2,27.3,0.0,13.6,11.61561111111111
NL-GE,2023-09-12,20.2,17.6,24.1,9.0,8.5,10.703025
NL-GE,2023-09-13,17.3,13.7,19.1,12.2,26.6,9.22353888888889
NL-GE,2023-09-14,15.7,12.2,19.2,0.4,8.8,11.928166666666668
NL-GE,2023-09-15,15.9,10.3,22.1,0.0,11.0,12.108802777777779
NL-GE,2023-09-16,18.4,12.4,24.3,0.0,15.1,10.781455555555555
NL-GE,2023-09-17,18.8,15.2,23.3,3.9,16.6,7.3357722222222215
NL-GE,2023-09-18,19.6,17.1,22.3,0.9,30.4,7.623005555555555
NL-GE,2023-09-19,16.8,14.1,19.6,0.5,38.7,5.431505555555555
NL-GE,2023-09-20,18.8,16.2,21.5,0.0,32.2,7.903044444444444
NL-GE,2023-09-21,17.9,15.2,19.8,13.4,23.9,0.6089222222222221
NL-GE,2023-09-22,14.1,11.7,17.2,4.2,24.2,9.0
NL-GE,2023-09-23,13.1,10.7,16.7,5.0,22.5,9.990058333333334
NL-GE,2023-09-24,13.8,9.3,19.1,0.0,17.2,11.063352777777778
NL-GE,2023-09-25,15.7,12.1,20.7,0.0,17.5,11.0
NL-GE,2023-09-26,15.9,11.4,21.0,0.0,10.4,7.666625
NL-GE,2023-09-27,17.3,12.0,22.9,0.0,14.5,8.58908888888889
NL-GE,2023-09-28,18.1,15.4,19.9,0.0,20.1,7.465891666666667
NL-GE,2023-09-29,17.2,12.4,21.2,1.6,23.8,7.730627777777777
NL-GE,2023-09-30,14.7,11.8,18.6,0.1,13.9,10.855988888888888
NL-GE,2023-10-01,16.7,12.9,22.0,0.0,17.6,9.11893888888889
NL-GE,2023-10-02,18.5,15.1,23.4,0.0,15.3,9.224758333333332
NL-GE,2023-10-03,16.6,13.5,20.6,1.9,30.5,2.132963888888889
NL-GE,2023-10-04,14.2,11.9,16.6,0.3,23.8,6.231547222222222
NL-GE,2023-10-05,14.6,12.7,16.9,0.6,21.2,5.719466666666667
NL-GE,2023-10-06,15.1,11.7,19.2,0.0,29.2,10.156241666666666
NL-GE,2023-10-07,17.1,14.2,20.5,0.0,30.6,9.244497222222224
NL-GE,2023-10-08,16.0,14.0,18.2,0.7,17.7,5.520583333333333
NL-GE,2023-10-09,16.7,13.9,19.9,0.3,17.8,3.910527777777778
NL-GE,2023-10-10,17.1,13.4,21.2,0.0,21.9,9.816011111111111
NL-GE,2023-10-11,17.3,14.8,20.0,0.1,29.8,5.493244444444445
NL-GE,2023-10-12,16.1,15.0,18.0,20.4,21.4,0.0012333333333333335
NL-GE,2023-10-13,18.5,16.5,22.8,10.2,37.8,1.5633638888888888
NL-GE,2023-10-14,12.3,8.2,16.7,8.0,30.6,10.462375000000002
NL-GE,2023-10-15,7.8,5.6,10.0,9.4,18.4,10.237727777777778
NL-GE,2023-10-16,8.4,5.6,12.4,0.1,11.8,6.884955555555556
NL-GE,2023-10-17,8.4,5.9,12.3,0.0,18.7,9.937325000000001
NL-GE,2023-10-18,8.8,4.8,12.9,1.4,21.6,6.248647222222223
NL-GE,2023-10-19,14.4,10.8,18.2,11.4,21.3,3.961786111111111
NL-GE,2023-10-20,12.0,9.1,13.6,11.8,24.9,0.0
NL-GE,2023-10-21,13.3,11.5,15.2,1.5,27.1,7.430258333333334
NL-GE,2023-10-22,12.1,9.4,14.3,5.2,30.8,6.601022222222222
NL-GE,2023-10-23,10.3,6.1,14.0,2.1,20.5,5.333769444444444
NL-GE,2023-10-24,11.4,9.8,12.6,4.5,21.9,3.4833305555555554
NL-GE,2023-10-25,9.8,7.8,11.1,10.5,17.3,0.0
NL-GE,2023-10-26,9.3,6.7,12.0,0.1,13.8,1.8942416666666668
NL-GE,2023-10-27,9.8,8.2,11.2,15.0,18.1,0.0
NL-GE,2023-10-28,10.7,8.5,13.5,2.7,20.8,6.779080555555555
NL-GE,2023-10-29,12.8,11.1,15.4,15.8,32.3,7.4888
NL-GE,2023-10-30,11.7,9.8,14.7,3.8,22.4,4.316352777777778
NL-GE,2023-10-31,10.6,9.3,12.9,7.1,21.8,6.659925
NL-GE,2023-11-01,11.9,9.5,14.8,4.1,27.6,3.208686111111111
NL-GE,2023-11-02,11.3,9.5,14.0,4.9,46.8,6.334322222222222
NL-GE,2023-11-03,9.1,7.7,11.5,6.5,36.3,6.728772222222223
NL-GE,2023-11-04,8.9,6.8,10.6,2.6,27.4,0.5461111111111111
NL-GE,2023-11-05,9.7,8.6,11.3,3.6,32.2,4.2915777777777775
NL-GE,2023-11-06,9.3,8.3,11.2,0.1,35.6,7.969652777777778
NL-GE,2023-11-07,8.7,7.5,11.2,0.2,26.7,5.337083333333333
NL-GE,2023-11-08,8.7,7.1,10.6,9.8,32.4,4.577138888888889
NL-GE,2023-11-09,9.8,7.6,10.8,7.2,27.1,5.069947222222223
NL-GE,2023-11-10,7.3,6.5,8.1,12.4,25.3,1.0401361111111112
NL-GE,2023-11-11,6.6,4.8,9.3,0.4,18.8,8.724361111111111
NL-GE,2023-11-12,5.9,3.1,9.1,0.0,11.8,6.949208333333334
NL-GE,2023-11-13,8.8,2.9,14.2,7.6,33.6,0.2652777777777778
NL-GE,2023-11-14,10.5,9.1,12.1,8.0,33.5,4.123291666666667
NL-GE,2023-11-15,9.4,8.5,10.8,0.7,24.9,8.069883333333333
NL-GE,2023-11-16,7.5,5.3,9.0,0.4,22.9,2.7778416666666668
NL-GE,2023-11-17,4.5,2.3,8.7,0.0,9.4,5.322041666666666
NL-GE,2023-11-18,6.1,3.1,11.8,14.0,26.5,0.0
NL-GE,2023-11-19,11.6,10.6,12.6,4.7,31.5,7.855747222222222
NL-GE,2023-11-20,9.6,6.1,11.3,4.7,27.6,7.337658333333334
NL-GE,2023-11-21,7.1,4.9,9.6,0.5,18.0,0.0
NL-GE,2023-11-22,3.5,-0.1,6.1,0.0,21.7,4.924466666666667
NL-GE,2023-11-23,10.3,6.6,12.4,1.6,32.2,1.8086611111111113
NL-GE,2023-11-24,6.1,4.1,9.6,2.8,29.5,5.959983333333333
NL-GE,2023-11-25,4.4,1.7,6.5,2.6,23.7,5.961366666666666
NL-GE,2023-11-26,4.0,1.3,6.9,1.6,16.3,1.0
NL-GE,2023-11-27,3.8,1.1,5.1,22.2,21.7,0.0
NL-GE,2023-11-28,1.1,-0.7,3.0,0.4,26.6,7.463241666666666
NL-GE,2023-11-29,1.4,-1.5,3.4,6.0,25.5,5.955127777777777
NL-GE,2023-11-30,-0.3,-2.1,1.5,0.1,7.9,0.6912750000000001
NL-GE,2023-12-01,-1.5,-4.7,-0.1,0.0,12.9,4.329694444444445
NL-GE,2023-12-02,-1.8,-5.3,1.3,0.0,15.1,5.871736111111111
NL-GE,2023-12-03,0.1,-2.1,2.2,2.9,20.9,4.626630555555555
NL-GE,2023-12-04,1.5,0.3,2.6,8.1,19.9,0.33620833333333333
NL-GE,2023-12-05,2.2,0.4,3.2,3.1,17.8,0.0
NL-GE,2023-12-06,2.2,-1.1,5.2,0.8,16.1,6.0
NL-GE,2023-12-07,0.3,-2.1,2.9,0.0,20.4,6.6990694444444445
NL-GE,2023-12-08,4.3,1.4,7.4,2.0,20.0,0.0
NL-GE,2023-12-09,7.2,5.4,10.1,6.4,31.8,0.0
NL-GE,2023-12-10,8.8,7.7,10.3,6.0,37.7,3.3307472222222225
NL-GE,2023-12-11,8.5,7.0,9.5,1.8,36.7,1.1973277777777778
NL-GE,2023-12-12,6.8,2.9,9.7,7.3,15.4,2.7443583333333335
NL-GE,2023-12-13,7.3,5.9,8.6,2.3,14.7,2.2282083333333333
NL-GE,2023-12-14,4.8,3.9,5.8,0.0,16.3,0.0
NL-GE,2023-12-15,5.9,4.2,9.2,0.3,15.8,6.409133333333334
NL-GE,2023-12-16,6.3,3.7,9.1,0.0,20.7,0.8472833333333333
NL-GE,2023-12-17,8.0,5.1,9.4,0.0,25.5,2.1308277777777778
NL-GE,2023-12-18,5.7,4.4,6.8,0.0,24.9,0.09759444444444444
NL-GE,2023-12-19,6.8,5.3,8.2,10.1,27.0,0.0
NL-GE,2023-12-20,6.8,5.2,8.5,4.4,30.6,0.08308333333333334
NL-GE,2023-12-21,8.8,6.0,10.8,8.7,41.2,0.5349888888888888
NL-GE,2023-12-22,6.6,5.0,8.2,7.1,30.6,0.0
NL-GE,2023-12-23,8.3,6.4,9.5,4.4,34.2,0.0
NL-GE,2023-12-24,10.2,8.3,11.6,12.8,35.6,0.0
NL-GE,2023-12-25,10.7,10.0,11.5,10.8,31.3,0.28685000000000005
NL-GE,2023-12-26,8.3,3.8,10.8,11.7,33.6,7.0
NL-GE,2023-12-27,6.5,3.2,9.4,3.1,28.5,0.0
NL-GE,2023-12-28,9.6,8.1,10.9,1.3,34.3,1.897347222222222
NL-GE,2023-12-29,9.0,7.5,10.3,14.6,35.1,0.36934722222222227
NL-GE,2023-12-30,7.1,5.7,8.6,0.7,26.2,3.294566666666667
NL-GE,2023-12-31,8.5,7.5,9.9,6.6,31.2,1.8614527777777776
NL-GE,2024-01-01,6.7,5.2,8.2,2.1,31.3,5.778966666666666
NL-GE,2024-01-02,9.4,5.6,11.4,19.8,41.0,0.0
NL-GE,2024-01-03,8.6,7.8,9.8,4.1,37.9,1.9665944444444443
NL-GE,2024-01-04,6.9,5.6,7.7,4.2,20.5,0.0
NL-GE,2024-01-05,6.6,5.6,7.7,9.1,24.5,0.0
NL-GE,2024-01-06,2.9,0.8,5.6,0.2,15.5,0.0
NL-GE,2024-01-07,-0.4,-3.6,0.7,0.0,24.9,3.063911111111111
NL-GE,2024-01-08,-2.5,-4.0,-0.6,0.0,28.3,5.6144694444444445
NL-GE,2024-01-09,-4.3,-6.2,-1.5,0.0,22.2,7.634277777777778
NL-GE,2024-01-10,-3.9,-5.7,-0.5,0.0,18.1,7.616752777777778
NL-GE,2024-01-11,-2.8,-6.2,0.7,0.0,12.4,4.033144444444444
NL-GE,2024-01-12,1.3,-1.6,4.1,0.0,10.5,0.8399944444444445
NL-GE,2024-01-13,3.1,2.0,5.0,0.2,21.8,0.0
NL-GE,2024-01-14,2.3,0.9,4.0,1.8,22.4,0.0
NL-GE,2024-01-15,1.1,0.1,2.7,2.0,23.1,6.394983333333333
NL-GE,2024-01-16,-0.4,-2.5,1.4,0.9,19.2,5.768975
NL-GE,2024-01-17,-2.1,-3.5,0.0,0.0,17.6,0.0
NL-GE,2024-01-18,-0.9,-3.5,3.7,0.0,15.2,7.862433333333333
NL-GE,2024-01-19,-0.2,-3.3,3.9,0.0,19.6,7.890680555555556
NL-GE,2024-01-20,-1.3,-2.2,0.6,0.0,20.4,7.919386111111112
NL-GE,2024-01-21,2.4,-2.5,5.6,0.1,33.1,0.0
NL-GE,2024-01-22,8.5,6.4,10.3,8.9,42.7,4.9779583333333335
NL-GE,2024-01-23,6.5,4.5,10.3,9.1,32.8,4.048616666666667
NL-GE,2024-01-24,9.7,6.7,12.4,3.1,44.0,6.141694444444444
NL-GE,2024-01-25,6.2,3.1,8.5,0.7,19.9,3.681588888888889
NL-GE,2024-01-26,8.0,3.1,10.3,7.8,37.9,5.3794
NL-GE,2024-01-27,3.0,0.9,6.9,0.0,13.9,8.123558333333333
NL-GE,2024-01-28,3.5,-0.4,8.9,0.0,15.4,8.233133333333333
NL-GE,2024-01-29,6.3,3.4,10.3,0.0,15.2,5.749158333333334
NL-GE,2024-01-30,8.0,6.1,11.5,0.6,25.4,2.2846694444444444
NL-GE,2024-01-31,5.8,4.5,7.4,0.1,25.6,0.1711111111111111
NL-GE,2024-02-01,6.4,3.3,8.7,4.5,26.8,8.413372222222222
NL-GE,2024-02-02,6.8,3.6,9.1,0.2,29.4,0.6683083333333333
NL-GE,2024-02-03,9.2,8.5,10.0,1.0,23.4,0.0
NL-GE,2024-02-04,9.5,9.0,10.4,7.9,32.1,0.0
NL-GE,2024-02-05,9.1,7.3,10.4,0.2,37.7,4.246972222222222
NL-GE,2024-02-06,9.6,8.5,11.1,3.3,37.5,1.0
NL-GE,2024-02-07,5.5,2.9,9.8,13.7,32.6,4.0149083333333335
NL-GE,2024-02-08,2.6,0.5,4.7,9.5,22.0,0.0
NL-GE,2024-02-09,10.0,7.2,12.7,12.9,24.8,5.965211111111111
NL-GE,2024-02-10,9.5,6.9,12.7,9.9,14.8,6.414255555555555
NL-GE,2024-02-11,8.4,6.3,9.7,1.7,18.6,0.0
NL-GE,2024-02-12,6.0,3.5,8.5,0.6,17.7,7.852833333333334
NL-GE,2024-02-13,5.3,2.4,9.1,1.2,20.9,7.900288888888889
NL-GE,2024-02-14,10.0,7.3,12.2,4.8,27.0,0.0
NL-GE,2024-02-15,12.2,10.8,15.1,3.8,19.4,1.8424777777777779
NL-GE,2024-02-16,11.1,10.1,12.9,1.3,22.1,0.6908722222222222
NL-GE,2024-02-17,9.0,6.2,12.0,0.3,13.1,5.175755555555556
NL-GE,2024-02-18,8.9,8.0,10.1,16.8,33.0,0.0
NL-GE,2024-02-19,8.4,6.8,10.3,2.1,24.2,2.0
NL-GE,2024-02-20,7.5,5.3,10.9,2.1,28.3,4.0120555555555555
NL-GE,2024-02-21,9.0,8.2,10.5,6.6,28.2,0.0
NL-GE,2024-02-22,10.2,6.8,12.6,6.9,40.8,1.3048777777777778
NL-GE,2024-02-23,5.2,3.2,8.0,3.4,32.4,6.948430555555555
NL-GE,2024-02-24,4.4,2.5,6.8,2.2,22.9,6.605463888888888
NL-GE,2024-02-25,5.3,3.6,8.6,4.4,18.7,9.16398888888889
NL-GE,2024-02-26,4.5,3.4,6.0,6.5,26.6,0.0
NL-GE,2024-02-27,3.6,0.5,7.2,0.2,21.3,10.0
NL-GE,2024-02-28,4.0,-0.2,7.9,0.0,15.8,2.0
NL-GE,2024-02-29,6.9,4.4,8.5,5.5,20.4,0.0
NL-GE,2024-03-01,8.2,5.8,10.3,1.2,26.8,5.979977777777777
NL-GE,2024-03-02,9.3,5.5,12.6,0.2,26.3,9.096494444444446
NL-GE,2024-03-03,10.4,6.0,15.5,0.0,19.8,9.226105555555556
NL-GE,2024-03-04,7.9,6.3,10.7,0.0,17.6,7.772508333333333
NL-GE,2024-03-05,6.4,3.9,8.7,0.8,10.8,3.0932972222222226
NL-GE,2024-03-06,6.2,2.5,10.4,0.3,11.9,7.681808333333333
NL-GE,2024-03-07,5.2,1.8,8.8,0.0,23.5,7.252280555555555
NL-GE,2024-03-08,4.8,0.3,9.7,0.0,25.5,10.832011111111111
NL-GE,2024-03-09,7.2,2.9,13.2,0.0,19.5,8.338497222222223
NL-GE,2024-03-10,9.1,6.0,13.2,0.0,21.5,9.193325
NL-GE,2024-03-11,7.3,6.4,8.7,8.5,13.1,0.0
NL-GE,2024-03-12,7.8,6.5,10.2,1.0,17.7,0.286725
NL-GE,2024-03-13,10.1,6.5,12.5,1.0,24.4,0.0
NL-GE,2024-03-14,11.7,7.7,16.3,0.0,16.2,10.0
NL-GE,2024-03-15,12.1,10.3,15.1,2.5,25.5,7.814438888888889
NL-GE,2024-03-16,8.6,4.4,10.2,1.3,20.6,8.282944444444444
NL-GE,2024-03-17,8.3,2.7,13.1,0.6,15.3,6.0
NL-GE,2024-03-18,10.5,6.5,13.4,2.0,14.8,6.382705555555556
NL-GE,2024-03-19,10.6,6.4,15.6,0.1,16.3,10.221805555555555
NL-GE,2024-03-20,11.7,7.0,17.1,0.0,10.2,9.18961111111111
NL-GE,2024-03-21,9.7,7.7,12.0,0.2,17.3,4.513508333333333
NL-GE,2024-03-22,9.7,7.4,11.2,4.2,26.8,0.0
NL-GE,2024-03-23,6.2,4.1,8.2,5.4,27.8,11.828033333333332
NL-GE,2024-03-24,5.6,3.7,7.9,14.5,36.6,9.143775
NL-GE,2024-03-25,6.7,2.9,11.1,0.0,17.7,11.888230555555555
NL-GE,2024-03-26,8.3,3.6,13.2,0.0,16.7,9.135058333333333
NL-GE,2024-03-27,8.9,6.7,10.5,2.6,16.8,0.08893888888888889
NL-GE,2024-03-28,7.8,5.2,11.1,2.4,28.7,6.714963888888889
NL-GE,2024-03-29,10.4,7.2,14.2,2.3,25.6,8.61961111111111
NL-GE,2024-03-30,10.6,8.3,15.9,6.2,29.4,6.486491666666667
NL-GE,2024-03-31,10.7,6.3,16.0,2.0,16.6,7.040283333333334
NL-GE,2024-04-01,9.6,7.4,12.1,0.9,22.2,5.916172222222222
NL-GE,2024-04-02,9.0,7.0,11.1,2.6,28.4,7.073330555555556
NL-GE,2024-04-03,10.4,8.4,13.4,7.3,24.2,4.208291666666667
NL-GE,2024-04-04,11.1,8.3,14.4,12.7,34.0,5.729161111111111
NL-GE,2024-04-05,13.3,10.8,17.0,4.5,29.8,5.0
NL-GE,2024-04-06,17.4,11.2,24.7,0.0,26.6,12.927633333333334
NL-GE,2024-04-07,16.4,14.1,19.5,0.8,29.3,11.0
NL-GE,2024-04-08,14.9,11.9,18.3,3.2,13.1,10.0
NL-GE,2024-04-09,12.2,9.2,14.5,5.9,38.7,8.374272222222222
NL-GE,2024-04-10,10.5,8.3,13.8,0.1,23.3,11.414738888888888
NL-GE,2024-04-11,12.6,9.4,15.2,2.1,23.7,0.1649888888888889
NL-GE,2024-04-12,15.5,12.1,20.0,0.0,28.8,8.04893611111111
NL-GE,2024-04-13,16.8,11.6,21.8,0.0,22.9,11.584544444444445
NL-GE,2024-04-14,12.0,9.2,14.7,0.0,24.3,6.543
NL-GE,2024-04-15,8.3,6.3,11.2,10.0,40.3,7.561719444444444
NL-GE,2024-04-16,7.4,4.2,11.3,11.9,32.1,7.743266666666666
NL-GE,2024-04-17,6.1,3.7,9.7,6.0,15.8,10.283563888888889
NL-GE,2024-04-18,6.8,2.6,10.9,1.2,19.5,8.643922222222223
NL-GE,2024-04-19,7.7,5.8,10.0,11.9,33.4,5.707883333333333
NL-GE,2024-04-20,6.7,5.0,9.4,4.9,24.5,8.406727777777778
NL-GE,2024-04-21,6.0,2.6,10.1,1.9,23.2,12.432569444444445
NL-GE,2024-04-22,5.3,1.6,8.5,0.5,20.7,11.342008333333334
NL-GE,2024-04-23,5.5,0.9,10.4,2.4,19.3,10.815066666666667
NL-GE,2024-04-24,5.9,3.6,9.3,1.6,27.8,11.862038888888888
NL-GE,2024-04-25,5.8,2.3,9.4,2.7,22.9,8.41821388888889
NL-GE,2024-04-26,7.9,5.7,11.4,5.4,15.3,8.122269444444443
NL-GE,2024-04-27,10.9,4.8,16.5,4.2,18.2,9.0
NL-GE,2024-04-28,13.1,9.0,16.8,0.7,34.8,13.884744444444445
NL-GE,2024-04-29,12.6,7.0,18.0,0.5,17.6,11.887974999999999
NL-GE,2024-04-30,16.2,12.1,21.8,1.3,12.5,11.208874999999999
NL-GE,2024-05-01,18.8,14.0,25.4,0.4,16.3,14.087369444444445
NL-GE,2024-05-02,18.4,13.6,25.3,2.8,19.2,13.272722222222223
NL-GE,2024-05-03,12.0,9.5,12.9,6.3,27.5,2.434811111111111
NL-GE,2024-05-04,11.5,7.5,15.9,5.0,17.6,7.395622222222222
NL-GE,2024-05-05,12.0,8.4,15.4,2.5,16.7,12.97211388888889
NL-GE,2024-05-06,13.6,8.6,17.9,0.0,13.5,6.096988888888889
NL-GE,2024-05-07,13.9,9.5,18.2,0.2,15.5,14.526288888888889
NL-GE,2024-05-08,12.2,8.3,15.8,0.5,13.5,6.410630555555556
NL-GE,2024-05-09,13.2,7.0,18.4,0.1,10.7,11.693058333333333
NL-GE,2024-05-10,14.9,8.8,20.5,0.0,15.1,15.0
NL-GE,2024-05-11,15.7,10.0,21.3,0.0,16.6,14.27451111111111
NL-GE,2024-05-12,18.0,12.5,23.9,0.0,18.6,15.0
NL-GE,2024-05-13,18.6,13.0,23.1,1.2,16.5,15.0
NL-GE,2024-05-14,19.8,15.1,25.0,1.6,22.0,14.853794444444446
NL-GE,2024-05-15,17.1,13.6,20.8,1.0,15.8,13.0
NL-GE,2024-05-16,16.7,14.3,20.0,3.4,17.1,5.221941666666667
NL-GE,2024-05-17,15.7,12.9,20.0,6.3,14.2,4.591944444444445
NL-GE,2024-05-18,17.2,13.3,21.4,0.7,17.4,15.0
NL-GE,2024-05-19,16.0,12.1,21.3,5.8,14.1,12.247963888888888
NL-GE,2024-05-20,15.5,11.2,19.6,1.3,14.9,12.680355555555556
NL-GE,2024-05-21,17.3,12.8,23.5,7.3,16.6,9.844991666666667
NL-GE,2024-05-22,15.7,13.6,18.2,18.5,23.4,6.681916666666667
NL-GE,2024-05-23,15.1,11.2,18.6,0.9,19.8,11.895933333333334
NL-GE,2024-05-24,15.0,11.2,17.9,6.2,13.8,2.046352777777778
NL-GE,2024-05-25,15.3,12.2,17.8,5.4,16.6,11.501727777777779
NL-GE,2024-05-26,16.0,11.4,21.1,1.3,17.3,10.320144444444443
NL-GE,2024-05-27,14.6,12.0,18.4,7.8,14.4,9.972591666666666
NL-GE,2024-05-28,13.8,10.2,17.5,7.0,19.3,10.384591666666667
NL-GE,2024-05-29,15.1,11.6,17.3,8.3,25.7,10.413583333333333
NL-GE,2024-05-30,14.1,10.2,17.8,0.9,16.9,14.169780555555555
NL-GE,2024-05-31,14.9,10.6,18.9,1.3,20.2,13.700719444444443
NL-GE,2024-06-01,16.7,13.8,19.8,1.1,21.3,1.882472222222222
NL-GE,2024-06-02,14.7,12.7,17.9,1.1,20.2,9.526077777777777
NL-GE,2024-06-03,13.9,11.1,16.7,0.2,10.7,1.1165138888888888
NL-GE,2024-06-04,16.0,11.5,19.9,2.6,19.7,8.184947222222222
NL-GE,2024-06-05,13.7,8.9,16.8,1.7,24.0,14.4002
NL-GE,2024-06-06,12.6,8.4,16.6,0.6,15.2,12.580847222222223
NL-GE,2024-06-07,13.5,7.7,18.4,0.7,19.8,14.608377777777779
NL-GE,2024-06-08,13.4,9.4,17.4,1.0,25.6,13.298455555555556
NL-GE,2024-06-09,12.8,8.6,17.0,0.2,22.1,13.395999999999999
NL-GE,2024-06-10,11.3,9.4,14.2,15.6,40.3,3.0671944444444446
NL-GE,2024-06-11,11.6,8.3,15.4,5.1,22.3,15.23815
NL-GE,2024-06-12,11.3,8.7,14.2,1.2,19.7,11.223222222222223
NL-GE,2024-06-13,13.2,8.4,17.3,0.0,19.5,9.130877777777778
NL-GE,2024-06-14,15.0,12.8,17.5,3.6,24.7,2.9956055555555556
NL-GE,2024-06-15,14.5,11.9,17.2,7.1,31.0,9.699841666666666
NL-GE,2024-06-16,14.1,11.9,16.5,4.1,29.4,12.991797222222223
NL-GE,2024-06-17,15.6,11.7,19.5,2.2,21.7,10.927769444444445
NL-GE,2024-06-18,15.4,12.4,17.6,9.9,14.5,0.0
NL-GE,2024-06-19,15.8,12.8,19.6,0.6,15.8,13.726894444444444
NL-GE,2024-06-20,15.2,10.4,20.6,7.1,13.7,8.922922222222223
NL-GE,2024-06-21,16.8,14.1,21.1,4.2,20.5,5.758755555555556
NL-GE,2024-06-22,16.0,12.3,20.3,0.4,20.2,14.601600000000001
NL-GE,2024-06-23,17.5,11.9,23.0,0.5,12.2,15.525038888888888
NL-GE,2024-06-24,19.0,12.9,24.2,0.0,11.5,15.814341666666666
NL-GE,2024-06-25,21.5,15.6,26.9,0.0,13.7,15.847913888888888
NL-GE,2024-06-26,23.0,17.0,28.8,0.0,12.7,15.819969444444444
NL-GE,2024-06-27,23.2,18.2,27.9,0.0,20.4,15.203002777777778
NL-GE,2024-06-28,17.5,14.2,20.3,0.0,23.2,14.564947222222221
NL-GE,2024-06-29,19.3,12.6,25.0,3.5,10.5,13.562452777777779
NL-GE,2024-06-30,18.3,15.7,21.3,12.6,17.9,10.815177777777778
NL-GE,2024-07-01,15.4,12.6,17.7,1.4,18.6,11.460550000000001
NL-GE,2024-07-02,14.7,12.0,17.3,3.6,19.1,4.877869444444445
NL-GE,2024-07-03,13.1,10.8,15.6,5.0,18.7,6.0
NL-GE,2024-07-04,15.5,13.8,18.1,2.3,24.6,11.634580555555555
NL-GE,2024-07-05,15.0,12.4,17.4,1.2,26.6,2.773144444444444
NL-GE,2024-07-06,17.0,13.2,20.3,0.9,38.5,12.458672222222223
NL-GE,2024-07-07,14.5,11.2,18.0,2.7,24.2,11.206888888888889
NL-GE,2024-07-08,16.3,12.0,19.9,0.7,14.8,9.762944444444445
NL-GE,2024-07-09,21.3,15.3,28.1,7.6,15.8,13.274041666666667
NL-GE,2024-07-10,19.5,16.4,22.6,2.4,19.7,11.273544444444445
NL-GE,2024-07-11,17.7,14.8,20.4,0.0,19.0,14.163508333333333
NL-GE,2024-07-12,14.5,13.5,16.3,19.3,26.6,1.3939444444444444
NL-GE,2024-07-13,14.6,13.1,16.4,1.4,25.1,7.717297222222222
NL-GE,2024-07-14,16.1,11.6,20.4,0.4,24.3,12.91056388888889
NL-GE,2024-07-15,18.8,11.1,24.5,0.5,12.6,13.602327777777777
NL-GE,2024-07-16,18.1,15.9,20.9,10.0,27.2,12.740383333333332
NL-GE,2024-07-17,17.9,14.4,21.7,0.9,18.7,14.923663888888889
NL-GE,2024-07-18,20.1,13.8,25.9,0.0,12.3,15.167602777777779
NL-GE,2024-07-19,22.2,16.3,28.3,0.0,11.3,14.588505555555557
NL-GE,2024-07-20,22.9,16.3,29.5,0.0,13.4,13.825947222222224
NL-GE,2024-07-21,21.3,17.7,25.1,10.2,19.5,13.366616666666667
NL-GE,2024-07-22,18.6,14.1,22.9,0.3,18.3,12.827791666666668
NL-GE,2024-07-23,18.7,15.7,21.4,10.2,18.1,8.311677777777778
NL-GE,2024-07-24,17.6,14.0,21.3,0.0,13.9,14.669619444444443
NL-GE,2024-07-25,18.5,12.2,24.4,0.5,18.2,8.71358888888889
NL-GE,2024-07-26,19.6,17.8,22.4,4.2,20.3,8.347761111111112
NL-GE,2024-07-27,18.3,13.7,22.4,0.4,12.4,4.974691666666667
NL-GE,2024-07-28,18.6,15.2,22.9,0.1,14.1,15.0
NL-GE,2024-07-29,19.3,13.1,25.2,0.0,10.0,14.990583333333333
NL-GE,2024-07-30,22.6,16.4,29.0,0.0,11.3,14.796986111111112
NL-GE,2024-07-31,21.2,17.1,25.5,0.0,13.3,10.293841666666667
NL-GE,2024-08-01,19.3,15.9,24.0,6.9,15.7,8.575661111111112
NL-GE,2024-08-02,18.8,14.1,23.5,0.0,11.4,13.0
NL-GE,2024-08-03,19.8,15.8,23.9,1.3,18.9,11.162455555555555
NL-GE,2024-08-04,17.9,14.5,19.9,8.4,14.0,5.1254
NL-GE,2024-08-05,19.4,15.5,22.7,0.0,13.4,13.177197222222222
NL-GE,2024-08-06,21.5,14.1,27.8,0.0,12.3,14.743094444444445
NL-GE,2024-08-07,19.4,16.3,22.5,1.6,19.0,9.800899999999999
NL-GE,2024-08-08,19.1,16.2,22.8,0.4,16.3,12.851522222222224
NL-GE,2024-08-09,20.1,16.4,22.4,3.8,27.7,6.841613888888889
NL-GE,2024-08-10,19.0,14.7,23.3,0.0,18.6,13.309911111111111
NL-GE,2024-08-11,21.3,16.5,25.9,0.0,13.2,14.230947222222223
NL-GE,2024-08-12,22.8,16.4,30.0,0.0,15.0,14.228008333333333
NL-GE,2024-08-13,23.2,20.3,30.6,13.9,24.9,11.594752777777778
NL-GE,2024-08-14,21.5,18.8,27.2,8.8,14.4,7.206172222222222
NL-GE,2024-08-15,21.1,18.1,24.6,0.3,22.8,12.338477777777777
NL-GE,2024-08-16,19.5,18.3,20.8,3.9,22.2,0.5283361111111111
NL-GE,2024-08-17,19.6,17.0,23.2,2.2,12.2,11.229166666666666
NL-GE,2024-08-18,19.1,15.9,23.3,0.4,16.4,11.478030555555556
