ProductID,ChannelID,LocationID,Qty,Period,StartDate,EndDate,UOM,NetPrice,ListPrice
APPLE_FAMILY,ONLINE,NL-GE,568.73,Daily,2023-02-02,,KG,2.637,2.637
APPLE_FAMILY,ONLINE,NL-GE,635.0799999999999,Daily,2023-02-03,,KG,2.555,2.555
APPLE_FAMILY,ONLINE,NL-GE,537.95,Daily,2023-02-04,,KG,2.632,2.632
APPLE_FAMILY,ONLINE,NL-GE,519.17,Daily,2023-02-05,,KG,2.574,2.574
APPLE_FAMILY,ONLINE,NL-GE,710.26,Daily,2023-02-06,,KG,2.691,2.691
APPLE_FAMILY,ONLINE,NL-GE,643.39,Daily,2023-02-07,,KG,2.551,2.551
APPLE_FAMILY,ONLINE,NL-GE,671.2,Daily,2023-02-08,,KG,2.651,2.651
APPLE_FAMILY,ONLINE,NL-GE,617.49,Daily,2023-02-09,,KG,2.598,2.598
APPLE_FAMILY,ONLINE,NL-GE,664.41,Daily,2023-02-10,,KG,2.516,2.516
APPLE_FAMILY,ONLINE,NL-GE,539.15,Daily,2023-02-11,,KG,2.622,2.622
APPLE_FAMILY,ONLINE,NL-GE,505.11,Daily,2023-02-12,,KG,2.604,2.604
APPLE_FAMILY,ONLINE,NL-GE,722.53,Daily,2023-02-13,,KG,2.62,2.62
APPLE_FAMILY,ONLINE,NL-GE,661.16,Daily,2023-02-14,,KG,2.576,2.576
APPLE_FAMILY,ONLINE,NL-GE,681.26,Daily,2023-02-15,,KG,2.59,2.59
APPLE_FAMILY,ONLINE,NL-GE,539.6,Daily,2023-02-16,,KG,2.604,2.604
APPLE_FAMILY,ONLINE,NL-GE,567.3,Daily,2023-02-17,,KG,2.589,2.589
APPLE_FAMILY,ONLINE,NL-GE,549.24,Daily,2023-02-18,,KG,2.472,2.472
APPLE_FAMILY,ONLINE,NL-GE,456.89,Daily,2023-02-19,,KG,2.574,2.574
APPLE_FAMILY,ONLINE,NL-GE,603.3100000000001,Daily,2023-02-20,,KG,2.591,2.591
APPLE_FAMILY,ONLINE,NL-GE,593.86,Daily,2023-02-21,,KG,2.615,2.615
APPLE_FAMILY,ONLINE,NL-GE,586.37,Daily,2023-02-22,,KG,2.676,2.676
APPLE_FAMILY,ONLINE,NL-GE,536.74,Daily,2023-02-23,,KG,2.673,2.673
APPLE_FAMILY,ONLINE,NL-GE,533.85,Daily,2023-02-24,,KG,2.687,2.687
APPLE_FAMILY,ONLINE,NL-GE,606.08,Daily,2023-02-25,,KG,2.512,2.512
APPLE_FAMILY,ONLINE,NL-GE,542.44,Daily,2023-02-26,,KG,2.602,2.602
APPLE_FAMILY,ONLINE,NL-GE,619.8199999999999,Daily,2023-02-27,,KG,2.583,2.583
APPLE_FAMILY,ONLINE,NL-GE,717.35,Daily,2023-02-28,,KG,2.55,2.55
APPLE_FAMILY,ONLINE,NL-GE,653.1,Daily,2023-03-01,,KG,2.68,2.68
APPLE_FAMILY,ONLINE,NL-GE,672.34,Daily,2023-03-02,,KG,2.656,2.656
APPLE_FAMILY,ONLINE,NL-GE,624.66,Daily,2023-03-03,,KG,2.633,2.633
APPLE_FAMILY,ONLINE,NL-GE,500.34,Daily,2023-03-04,,KG,2.666,2.666
APPLE_FAMILY,ONLINE,NL-GE,497.32,Daily,2023-03-05,,KG,2.62,2.62
APPLE_FAMILY,ONLINE,NL-GE,583.84,Daily,2023-03-06,,KG,2.59,2.59
APPLE_FAMILY,ONLINE,NL-GE,450.73,Daily,2023-03-07,,KG,2.603,2.603
