ProductID,ChannelID,LocationID,Qty,Period,StartDate,EndDate,UOM,NetPrice,ListPrice
APPLE_ELSTAR,ONLINE,NL-GE,151.01,Daily,2023-02-02,,KG,2.711,2.711
APPLE_ELSTAR,ONLINE,NL-GE,141.48,Daily,2023-02-03,,KG,2.51,2.51
APPLE_ELSTAR,ONLINE,NL-GE,153.12,Daily,2023-02-04,,KG,2.634,2.634
APPLE_ELSTAR,ONLINE,NL-GE,122.57,Daily,2023-02-05,,KG,2.587,2.587
APPLE_ELSTAR,ONLINE,NL-GE,204.66,Daily,2023-02-06,,KG,2.827,2.827
APPLE_ELSTAR,ONLINE,NL-GE,181.09,Daily,2023-02-07,,KG,2.575,2.575
APPLE_ELSTAR,ONLINE,NL-GE,161.35,Daily,2023-02-08,,KG,2.658,2.658
APPLE_ELSTAR,ONLINE,NL-GE,177.51,Daily,2023-02-09,,KG,2.477,2.477
APPLE_ELSTAR,ONLINE,NL-GE,169.47,Daily,2023-02-10,,KG,2.39,2.39
APPLE_ELSTAR,ONLINE,NL-GE,122.43,Daily,2023-02-11,,KG,2.66,2.66
APPLE_ELSTAR,ONLINE,NL-GE,123.68,Daily,2023-02-12,,KG,2.576,2.576
APPLE_ELSTAR,ONLINE,NL-GE,210.9,Daily,2023-02-13,,KG,2.737,2.737
APPLE_ELSTAR,ONLINE,NL-GE,163.73,Daily,2023-02-14,,KG,2.614,2.614
APPLE_ELSTAR,ONLINE,NL-GE,180.21,Daily,2023-02-15,,KG,2.627,2.627
APPLE_ELSTAR,ONLINE,NL-GE,146.24,Daily,2023-02-16,,KG,2.702,2.702
APPLE_ELSTAR,ONLINE,NL-GE,147.87,Daily,2023-02-17,,KG,2.499,2.499
APPLE_ELSTAR,ONLINE,NL-GE,128.96,Daily,2023-02-18,,KG,2.588,2.588
APPLE_ELSTAR,ONLINE,NL-GE,123.84,Daily,2023-02-19,,KG,2.513,2.513
APPLE_ELSTAR,ONLINE,NL-GE,146.94,Daily,2023-02-20,,KG,2.575,2.575
APPLE_ELSTAR,ONLINE,NL-GE,148.95999999999998,Daily,2023-02-21,,KG,2.582,2.582
APPLE_ELSTAR,ONLINE,NL-GE,172.78,Daily,2023-02-22,,KG,2.696,2.696
APPLE_ELSTAR,ONLINE,NL-GE,130.52,Daily,2023-02-23,,KG,2.61,2.61
APPLE_ELSTAR,ONLINE,NL-GE,144.32,Daily,2023-02-24,,KG,2.702,2.702
APPLE_ELSTAR,ONLINE,NL-GE,156.24,Daily,2023-02-25,,KG,2.506,2.506
