ProductID,ChannelID,LocationID,Qty,Period,StartDate,EndDate,UOM,NetPrice,ListPrice
APPLE_FAMILY,ONLINE,NL-GE,2260.93,Weekly,2023-01-30,2023-02-05,KG,2.598,2.598
APPLE_FAMILY,ONLINE,NL-GE,4351.01,Weekly,2023-02-06,2023-02-12,KG,2.605,2.605
APPLE_FAMILY,ONLINE,NL-GE,4177.98,Weekly,2023-02-13,2023-02-19,KG,2.577,2.577
APPLE_FAMILY,ONLINE,NL-GE,4002.65,Weekly,2023-02-20,2023-02-26,KG,2.62,2.62
APPLE_FAMILY,ONLINE,NL-GE,4284.93,Weekly,2023-02-27,2023-03-05,KG,2.625,2.625
APPLE_FAMILY,ONLINE,NL-GE,3331.83,Weekly,2023-03-06,2023-03-12,KG,2.588,2.588
APPLE_FAMILY,ONLINE,NL-GE,4129.83,Weekly,2023-03-13,2023-03-19,KG,2.599,2.599
APPLE_FAMILY,ONLINE,NL-GE,3442.1000000000004,Weekly,2023-03-20,2023-03-26,KG,2.593,2.593
APPLE_FAMILY,ONLINE,NL-GE,3474.2799999999997,Weekly,2023-03-27,2023-04-02,KG,2.591,2.591
APPLE_FAMILY,ONLINE,NL-GE,3790.71,Weekly,2023-04-03,2023-04-09,KG,2.61,2.61
APPLE_FAMILY,ONLINE,NL-GE,3442.46,Weekly,2023-04-10,2023-04-16,KG,2.612,2.612
APPLE_FAMILY,ONLINE,NL-GE,3519.22,Weekly,2023-04-17,2023-04-23,KG,2.59,2.59
APPLE_FAMILY,ONLINE,NL-GE,3490.65,Weekly,2023-04-24,2023-04-30,KG,2.606,2.606
APPLE_FAMILY,ONLINE,NL-GE,3489.77,Weekly,2023-05-01,2023-05-07,KG,2.575,2.575
APPLE_FAMILY,ONLINE,NL-GE,3092.31,Weekly,2023-05-08,2023-05-14,KG,2.565,2.565
APPLE_FAMILY,ONLINE,NL-GE,3828.45,Weekly,2023-05-15,2023-05-21,KG,2.582,2.582
APPLE_FAMILY,ONLINE,NL-GE,3617.84,Weekly,2023-05-22,2023-05-28,KG,2.59,2.59
APPLE_FAMILY,ONLINE,NL-GE,3687.8,Weekly,2023-05-29,2023-06-04,KG,2.599,2.599
