ProductID,ChannelID,LocationID,Qty,Period,StartDate,EndDate,UOM,NetPrice,ListPrice
APPLE_ELSTAR,ONLINE,NL-GE,568.1800000000001,Weekly,2023-01-30,2023-02-05,KG,2.614,2.614
APPLE_ELSTAR,ONLINE,NL-GE,1140.19,Weekly,2023-02-06,2023-02-12,KG,2.599,2.599
APPLE_ELSTAR,ONLINE,NL-GE,1101.75,Weekly,2023-02-13,2023-02-19,KG,2.621,2.621
APPLE_ELSTAR,ONLINE,NL-GE,1025.93,Weekly,2023-02-20,2023-02-26,KG,2.599,2.599
APPLE_ELSTAR,ONLINE,NL-GE,1091.05,Weekly,2023-02-27,2023-03-05,KG,2.65,2.65
APPLE_ELSTAR,ONLINE,NL-GE,858.72,Weekly,2023-03-06,2023-03-12,KG,2.58,2.58
APPLE_ELSTAR,ONLINE,NL-GE,1149.59,Weekly,2023-03-13,2023-03-19,KG,2.607,2.607
APPLE_ELSTAR,ONLINE,NL-GE,905.49,Weekly,2023-03-20,2023-03-26,KG,2.583,2.583
APPLE_ELSTAR,ONLINE,NL-GE,890.63,Weekly,2023-03-27,2023-04-02,KG,2.601,2.601
APPLE_ELSTAR,ONLINE,NL-GE,1003.13,Weekly,2023-04-03,2023-04-09,KG,2.599,2.599
APPLE_ELSTAR,ONLINE,NL-GE,942.35,Weekly,2023-04-10,2023-04-16,KG,2.657,2.657
APPLE_ELSTAR,ONLINE,NL-GE,934.37,Weekly,2023-04-17,2023-04-23,KG,2.572,2.572
APPLE_ELSTAR,ONLINE,NL-GE,906.26,Weekly,2023-04-24,2023-04-30,KG,2.636,2.636
APPLE_ELSTAR,ONLINE,NL-GE,860.79,Weekly,2023-05-01,2023-05-07,KG,2.614,2.614
APPLE_ELSTAR,ONLINE,NL-GE,808.46,Weekly,2023-05-08,2023-05-14,KG,2.544,2.544
APPLE_ELSTAR,ONLINE,NL-GE,995.97,Weekly,2023-05-15,2023-05-21,KG,2.576,2.576
APPLE_ELSTAR,ONLINE,NL-GE,951.92,Weekly,2023-05-22,2023-05-28,KG,2.579,2.579
APPLE_ELSTAR,ONLINE,NL-GE,981.02,Weekly,2023-05-29,2023-06-04,KG,2.706,2.706
APPLE_ELSTAR,ONLINE,NL-GE,830.77,Weekly,2023-06-05,2023-06-11,KG,2.614,2.614
APPLE_ELSTAR,ONLINE,NL-GE,907.1600000000001,Weekly,2023-06-12,2023-06-18,KG,2.61,2.61
APPLE_ELSTAR,ONLINE,NL-GE,858.6,Weekly,2023-06-19,2023-06-25,KG,2.585,2.585
APPLE_ELSTAR,ONLINE,NL-GE,831.69,Weekly,2023-06-26,2023-07-02,KG,2.606,2.606
APPLE_ELSTAR,ONLINE,NL-GE,803.38,Weekly,2023-07-03,2023-07-09,KG,2.589,2.589
APPLE_ELSTAR,ONLINE,NL-GE,871.4200000000001,Weekly,2023-07-10,2023-07-16,KG,2.547,2.547
APPLE_ELSTAR,ONLINE,NL-GE,815.51,Weekly,2023-07-17,2023-07-23,KG,2.54,2.54
APPLE_ELSTAR,ONLINE,NL-GE,738.0,Weekly,2023-07-24,2023-07-30,KG,2.612,2.612
APPLE_ELSTAR,ONLINE,NL-GE,622.89,Weekly,2023-07-31,2023-08-06,KG,2.254,2.254
APPLE_ELSTAR,ONLINE,NL-GE,885.23,Weekly,2023-08-07,2023-08-13,KG,2.287,2.287
APPLE_ELSTAR,ONLINE,NL-GE,895.1,Weekly,2023-08-14,2023-08-20,KG,2.173,2.173
APPLE_ELSTAR,ONLINE,NL-GE,835.1,Weekly,2023-08-21,2023-08-27,KG,2.16,2.16
APPLE_ELSTAR,ONLINE,NL-GE,1026.26,Weekly,2023-08-28,2023-09-03,KG,2.14,2.14
APPLE_ELSTAR,ONLINE,NL-GE,1033.6100000000001,Weekly,2023-09-04,2023-09-10,KG,2.114,2.114
APPLE_ELSTAR,ONLINE,NL-GE,981.5,Weekly,2023-09-11,2023-09-17,KG,2.037,2.037
APPLE_ELSTAR,ONLINE,NL-GE,933.3499999999999,Weekly,2023-09-18,2023-09-24,KG,2.085,2.085
APPLE_ELSTAR,ONLINE,NL-GE,1103.5,Weekly,2023-09-25,2023-10-01,KG,2.082,2.082
APPLE_ELSTAR,ONLINE,NL-GE,1085.05,Weekly,2023-10-02,2023-10-08,KG,2.109,2.109
APPLE_ELSTAR,ONLINE,NL-GE,922.3399999999999,Weekly,2023-10-09,2023-10-15,KG,2.144,2.144
APPLE_ELSTAR,ONLINE,NL-GE,1013.94,Weekly,2023-10-16,2023-10-22,KG,2.074,2.074
APPLE_ELSTAR,ONLINE,NL-GE,856.3100000000001,Weekly,2023-10-23,2023-10-29,KG,2.134,2.134
APPLE_ELSTAR,ONLINE,NL-GE,978.93,Weekly,2023-10-30,2023-11-05,KG,2.117,2.117
APPLE_ELSTAR,ONLINE,NL-GE,1015.03,Weekly,2023-11-06,2023-11-12,KG,2.071,2.071
APPLE_ELSTAR,ONLINE,NL-GE,1027.84,Weekly,2023-11-13,2023-11-19,KG,2.095,2.095
APPLE_ELSTAR,ONLINE,NL-GE,1039.94,Weekly,2023-11-20,2023-11-26,KG,2.115,2.115
APPLE_ELSTAR,ONLINE,NL-GE,977.8299999999999,Weekly,2023-11-27,2023-12-03,KG,2.309,2.309
APPLE_ELSTAR,ONLINE,NL-GE,923.9300000000001,Weekly,2023-12-04,2023-12-10,KG,2.588,2.588
APPLE_ELSTAR,ONLINE,NL-GE,1078.12,Weekly,2023-12-11,2023-12-17,KG,2.633,2.633
APPLE_ELSTAR,ONLINE,NL-GE,869.3499999999999,Weekly,2023-12-18,2023-12-24,KG,2.609,2.609
APPLE_ELSTAR,ONLINE,NL-GE,976.64,Weekly,2023-12-25,2023-12-31,KG,2.547,2.547
APPLE_ELSTAR,ONLINE,NL-GE,1002.36,Weekly,2024-01-01,2024-01-07,KG,2.56,2.56
APPLE_ELSTAR,ONLINE,NL-GE,1006.69,Weekly,2024-01-08,2024-01-14,KG,2.673,2.673
APPLE_ELSTAR,ONLINE,NL-GE,1055.1,Weekly,2024-01-15,2024-01-21,KG,2.594,2.594
APPLE_ELSTAR,ONLINE,NL-GE,1063.69,Weekly,2024-01-22,2024-01-28,KG,2.579,2.579
APPLE_ELSTAR,ONLINE,NL-GE,1117.55,Weekly,2024-01-29,2024-02-04,KG,2.563,2.563
APPLE_ELSTAR,ONLINE,NL-GE,942.78,Weekly,2024-02-05,2024-02-11,KG,2.623,2.623
APPLE_ELSTAR,ONLINE,NL-GE,1086.82,Weekly,2024-02-12,2024-02-18,KG,2.533,2.533
APPLE_ELSTAR,ONLINE,NL-GE,964.53,Weekly,2024-02-19,2024-02-25,KG,2.628,2.628
APPLE_ELSTAR,ONLINE,NL-GE,1050.31,Weekly,2024-02-26,2024-03-03,KG,2.554,2.554
APPLE_ELSTAR,ONLINE,NL-GE,1139.77,Weekly,2024-03-04,2024-03-10,KG,2.642,2.642
APPLE_ELSTAR,ONLINE,NL-GE,1069.53,Weekly,2024-03-11,2024-03-17,KG,2.632,2.632
APPLE_ELSTAR,ONLINE,NL-GE,975.74,Weekly,2024-03-18,2024-03-24,KG,2.549,2.549
APPLE_ELSTAR,ONLINE,NL-GE,984.48,Weekly,2024-03-25,2024-03-31,KG,2.578,2.578
APPLE_ELSTAR,ONLINE,NL-GE,984.46,Weekly,2024-04-01,2024-04-07,KG,2.613,2.613
APPLE_ELSTAR,ONLINE,NL-GE,1008.71,Weekly,2024-04-08,2024-04-14,KG,2.58,2.58
APPLE_ELSTAR,ONLINE,NL-GE,786.1800000000001,Weekly,2024-04-15,2024-04-21,KG,2.579,2.579
APPLE_ELSTAR,ONLINE,NL-GE,849.45,Weekly,2024-04-22,2024-04-28,KG,2.589,2.589
APPLE_ELSTAR,ONLINE,NL-GE,959.59,Weekly,2024-04-29,2024-05-05,KG,2.667,2.667
APPLE_ELSTAR,ONLINE,NL-GE,1021.51,Weekly,2024-05-06,2024-05-12,KG,2.59,2.59
APPLE_ELSTAR,ONLINE,NL-GE,963.27,Weekly,2024-05-13,2024-05-19,KG,2.535,2.535
