ProductID,ChannelID,LocationID,Qty,Period,StartDate,EndDate,UOM,NetPrice,ListPrice
APPLE_ELSTAR,AH,NL-GE,455.9,Weekly,2023-01-30,2023-02-05,KG,2.61,2.61
APPLE_ELSTAR,AH,NL-GE,744.47,Weekly,2023-02-06,2023-02-12,KG,2.639,2.639
APPLE_ELSTAR,AH,NL-GE,651.68,Weekly,2023-02-13,2023-02-19,KG,2.597,2.597
APPLE_ELSTAR,AH,NL-GE,710.7,Weekly,2023-02-20,2023-02-26,KG,2.622,2.622
APPLE_ELSTAR,AH,NL-GE,720.38,Weekly,2023-02-27,2023-03-05,KG,2.603,2.603
APPLE_ELSTAR,AH,NL-GE,572.6,Weekly,2023-03-06,2023-03-12,KG,2.557,2.557
APPLE_ELSTAR,AH,NL-GE,653.63,Weekly,2023-03-13,2023-03-19,KG,2.529,2.529
APPLE_ELSTAR,AH,NL-GE,637.49,Weekly,2023-03-20,2023-03-26,KG,2.71,2.71
APPLE_ELSTAR,AH,NL-GE,516.95,Weekly,2023-03-27,2023-04-02,KG,2.436,2.436
APPLE_ELSTAR,AH,NL-GE,766.64,Weekly,2023-04-03,2023-04-09,KG,2.692,2.692
APPLE_ELSTAR,AH,NL-GE,575.96,Weekly,2023-04-10,2023-04-16,KG,2.603,2.603
APPLE_ELSTAR,AH,NL-GE,585.61,Weekly,2023-04-17,2023-04-23,KG,2.562,2.562
APPLE_ELSTAR,AH,NL-GE,596.56,Weekly,2023-04-24,2023-04-30,KG,2.56,2.56
APPLE_ELSTAR,AH,NL-GE,589.41,Weekly,2023-05-01,2023-05-07,KG,2.605,2.605
APPLE_ELSTAR,AH,NL-GE,517.5,Weekly,2023-05-08,2023-05-14,KG,2.56,2.56
APPLE_ELSTAR,AH,NL-GE,587.68,Weekly,2023-05-15,2023-05-21,KG,2.511,2.511
APPLE_ELSTAR,AH,NL-GE,629.62,Weekly,2023-05-22,2023-05-28,KG,2.613,2.613
APPLE_ELSTAR,AH,NL-GE,638.14,Weekly,2023-05-29,2023-06-04,KG,2.743,2.743
APPLE_ELSTAR,AH,NL-GE,628.87,Weekly,2023-06-05,2023-06-11,KG,2.59,2.59
APPLE_ELSTAR,AH,NL-GE,660.13,Weekly,2023-06-12,2023-06-18,KG,2.617,2.617
APPLE_ELSTAR,AH,NL-GE,476.09,Weekly,2023-06-19,2023-06-25,KG,2.624,2.624
APPLE_ELSTAR,AH,NL-GE,471.77,Weekly,2023-06-26,2023-07-02,KG,2.577,2.577
APPLE_ELSTAR,AH,NL-GE,533.25,Weekly,2023-07-03,2023-07-09,KG,2.528,2.528
APPLE_ELSTAR,AH,NL-GE,494.63,Weekly,2023-07-10,2023-07-16,KG,2.515,2.515
APPLE_ELSTAR,AH,NL-GE,502.5,Weekly,2023-07-17,2023-07-23,KG,2.52,2.52
APPLE_ELSTAR,AH,NL-GE,437.13,Weekly,2023-07-24,2023-07-30,KG,2.536,2.536
APPLE_ELSTAR,AH,NL-GE,424.75,Weekly,2023-07-31,2023-08-06,KG,2.267,2.267
APPLE_ELSTAR,AH,NL-GE,577.63,Weekly,2023-08-07,2023-08-13,KG,2.116,2.116
APPLE_ELSTAR,AH,NL-GE,624.88,Weekly,2023-08-14,2023-08-20,KG,2.251,2.251
APPLE_ELSTAR,AH,NL-GE,623.0,Weekly,2023-08-21,2023-08-27,KG,2.241,2.241
APPLE_ELSTAR,AH,NL-GE,615.35,Weekly,2023-08-28,2023-09-03,KG,2.124,2.124
APPLE_ELSTAR,AH,NL-GE,684.83,Weekly,2023-09-04,2023-09-10,KG,2.096,2.096
APPLE_ELSTAR,AH,NL-GE,649.48,Weekly,2023-09-11,2023-09-17,KG,2.129,2.129
APPLE_ELSTAR,AH,NL-GE,618.58,Weekly,2023-09-18,2023-09-24,KG,2.116,2.116
APPLE_ELSTAR,AH,NL-GE,660.19,Weekly,2023-09-25,2023-10-01,KG,2.124,2.124
APPLE_ELSTAR,AH,NL-GE,857.74,Weekly,2023-10-02,2023-10-08,KG,1.9,2.057
APPLE_ELSTAR,AH,NL-GE,728.46,Weekly,2023-10-09,2023-10-15,KG,1.956,2.102
APPLE_ELSTAR,AH,NL-GE,668.85,Weekly,2023-10-16,2023-10-22,KG,2.144,2.144
